date,country,CumulativeCase,DeadCase,RecoveredCase,CurrentCase
4/05,Slovenia,0,0,0,0
4/05,South Africa,0,0,0,0
4/05,Spain,1,0,0,1
4/05,Sweden,0,0,0,0
4/05,Switzerland,1,0,0,1
4/05,Taiwan,17,0,0,17
4/05,Thailand,7,2,0,5
4/06,Switzerland,1,0,0,1
4/06,Thailand,7,2,0,5
4/06,Viet Nam,59,4,0,55
4/06,United Kingdom,4,0,0,4
4/06,United States,115,0,0,115
4/06,Australia,1,0,0,1
4/06,Belgium,1,0,0,1
4/06,Brazil,1,0,0,1
4/06,Bulgaria,0,0,0,0
4/06,Canada,74,7,0,67
4/06,China,2020,69,0,1951
4/06,Colombia,0,0,0,0
4/06,Finland,0,0,0,0
4/06,France,3,0,0,3
4/06,Germany,5,0,0,5
4/06,India,0,0,0,0
4/06,Indonesia,0,0,0,0
4/06,Italy,3,0,0,3
4/06,Japan,0,0,0,0
4/06,Kuwait,0,0,0,0
4/06,Malaysia,1,1,0,0
4/06,Mongolia,0,0,0,0
4/06,New Zealand,0,0,0,0
4/06,Philippines,0,0,0,0
4/06,Poland,0,0,0,0
4/06,Republic of Ireland,1,0,0,1
4/06,Republic of Korea,0,0,0,0
4/06,Romania,1,0,0,1
4/06,Russian Federation,0,0,0,0
4/06,Singapore,101,6,0,95
4/06,Slovenia,0,0,0,0
4/06,South Africa,0,0,0,0
4/06,Spain,1,0,0,1
4/06,Sweden,0,0,0,0
4/06,Taiwan,17,0,0,17
4/07,South Africa,0,0,0,0
4/07,Australia,1,0,0,1
4/07,Belgium,0,0,0,0
4/07,Brazil,1,0,0,1
4/07,Bulgaria,0,0,0,0
4/07,Canada,90,9,0,81
4/07,China,2151,76,0,2075
4/07,Colombia,0,0,0,0
4/07,Finland,0,0,0,0
4/07,France,3,0,0,3
4/07,Germany,5,0,0,5
4/07,India,0,0,0,0
4/07,Indonesia,0,0,0,0
4/07,Italy,3,0,0,3
4/07,Japan,0,0,0,0
4/07,Kuwait,0,0,0,0
4/07,Malaysia,1,1,0,0
4/07,Mongolia,0,0,0,0
4/07,Viet Nam,62,4,0,58
4/07,New Zealand,0,0,0,0
4/07,Philippines,0,0,0,0
4/07,Poland,0,0,0,0
4/07,Republic of Ireland,1,0,0,1
4/07,Republic of Korea,0,0,0,0
4/07,Romania,1,0,0,1
4/07,Russian Federation,0,0,0,0
4/07,Singapore,106,6,0,100
4/07,Slovenia,0,0,0,0
4/07,Spain,1,0,0,1
4/07,Sweden,0,0,0,0
4/07,Switzerland,1,0,0,1
4/07,Taiwan,21,0,0,21
4/07,Thailand,7,2,0,5
4/07,United Kingdom,5,0,0,5
4/07,United States,141,0,0,141
4/08,Brazil,1,0,0,1
4/08,Bulgaria,0,0,0,0
4/08,Australia,1,0,0,1
4/08,Canada,91,10,0,81
4/08,China,2207,78,0,2129
4/08,Colombia,0,0,0,0
4/08,Finland,0,0,0,0
4/08,France,4,0,0,4
4/08,Germany,5,0,0,5
4/08,India,0,0,0,0
4/08,Indonesia,0,0,0,0
4/08,Italy,3,0,0,3
4/08,Japan,0,0,0,0
4/08,Kuwait,0,0,0,0
4/08,Malaysia,1,1,0,0
4/08,Mongolia,0,0,0,0
4/08,New Zealand,0,0,0,0
4/08,Philippines,0,0,0,0
4/08,Poland,0,0,0,0
4/08,Republic of Ireland,1,0,0,1
4/08,Republic of Korea,0,0,0,0
4/08,Romania,1,0,0,1
4/08,Russian Federation,0,0,0,0
4/08,Singapore,113,8,0,105
4/08,Slovenia,0,0,0,0
4/08,South Africa,0,0,0,0
4/08,Spain,1,0,0,1
4/08,Sweden,0,0,0,0
4/08,Switzerland,1,0,0,1
4/08,Taiwan,19,0,0,19
4/08,Thailand,7,2,0,5
4/08,United Kingdom,5,0,0,5
4/08,United States,148,0,0,148
4/08,Viet Nam,62,4,0,58
4/08,Belgium,0,0,0,0
4/09,Belgium,0,0,0,0
4/09,Viet Nam,62,4,0,58
4/09,Australia,0,0,0,0
4/09,United States,149,0,0,149
4/09,United Kingdom,5,0,0,5
4/09,Thailand,7,2,0,5
4/09,Taiwan,19,0,0,19
4/09,Switzerland,1,0,0,1
4/09,Sweden,0,0,0,0
4/09,Spain,1,0,0,1
4/09,South Africa,0,0,0,0
4/09,Slovenia,0,0,0,0
4/09,Singapore,118,9,0,109
4/09,Russian Federation,0,0,0,0
4/09,Romania,1,0,0,1
4/09,Republic of Korea,0,0,0,0
4/09,Republic of Ireland,1,0,0,1
4/09,Poland,0,0,0,0
4/09,Philippines,0,0,0,0
4/09,New Zealand,0,0,0,0
4/09,Mongolia,0,0,0,0
4/09,Malaysia,1,1,0,0
4/09,Kuwait,0,0,0,0
4/09,Japan,0,0,0,0
4/09,Italy,3,0,0,3
4/09,Indonesia,0,0,0,0
4/09,India,0,0,0,0
4/09,Germany,5,0,0,5
4/09,France,4,0,0,4
4/09,Finland,0,0,0,0
4/09,Colombia,0,0,0,0
4/09,China,2250,80,0,2170
4/09,Canada,94,10,0,84
4/09,Bulgaria,0,0,0,0
4/09,Brazil,1,0,0,1
4/10,Brazil,2,0,0,2
4/10,Viet Nam,62,4,43,15
4/10,Australia,0,0,0,0
4/10,United States,154,0,0,154
4/10,United Kingdom,5,0,3,2
4/10,Thailand,7,2,5,0
4/10,Taiwan,19,0,5,14
4/10,Switzerland,1,0,1,0
4/10,Sweden,0,0,0,0
4/10,Spain,1,0,0,1
4/10,South Africa,0,0,0,0
4/10,Slovenia,0,0,0,0
4/10,Singapore,126,9,75,42
4/10,Russian Federation,0,0,0,0
4/10,Romania,1,0,0,1
4/10,Republic of Korea,0,0,0,0
4/10,Republic of Ireland,1,0,1,0
4/10,Poland,0,0,0,0
4/10,Philippines,0,0,0,0
4/10,New Zealand,0,0,0,0
4/10,Mongolia,0,0,0,0
4/10,Malaysia,3,1,0,2
4/10,Kuwait,1,0,0,1
4/10,Japan,0,0,0,0
4/10,Italy,3,0,1,2
4/10,Indonesia,0,0,0,0
4/10,India,0,0,0,0
4/10,Germany,6,0,2,4
4/10,France,4,0,0,4
4/10,Finland,0,0,0,0
4/10,Colombia,0,0,0,0
4/10,China,2288,85,1179,1024
4/10,Canada,97,10,22,65
4/10,Bulgaria,0,0,0,0
4/10,Belgium,0,0,0,0
4/11,Mongolia,0,0,0,0
4/11,Australia,0,0,0,0
4/11,Belgium,0,0,0,0
4/11,Brazil,2,0,0,2
4/11,Bulgaria,0,0,0,0
4/11,Canada,98,10,25,63
4/11,China,2368,90,1206,1072
4/11,Colombia,0,0,0,0
4/11,Finland,0,0,0,0
4/11,France,5,0,0,5
4/11,Germany,6,0,4,2
4/11,India,0,0,0,0
4/11,Indonesia,0,0,0,0
4/11,Italy,3,0,2,1
4/11,Japan,4,0,0,4
4/11,Kuwait,1,0,0,1
4/11,Malaysia,4,1,0,3
4/11,New Zealand,0,0,0,0
4/11,Philippines,0,0,0,0
4/11,Poland,0,0,0,0
4/11,Republic of Ireland,1,0,1,0
4/11,Republic of Korea,0,0,0,0
4/11,Romania,1,0,0,1
4/11,Russian Federation,0,0,0,0
4/11,Singapore,133,9,77,47
4/11,Slovenia,0,0,0,0
4/11,South Africa,1,0,0,1
4/11,Spain,1,0,0,1
4/11,Sweden,0,0,0,0
4/11,Switzerland,1,0,1,0
4/11,Taiwan,21,0,6,15
4/11,Thailand,7,2,5,0
4/11,United Kingdom,5,0,3,2
4/11,United States,166,0,0,166
4/11,Viet Nam,62,4,43,15
4/12,Viet Nam,62,4,46,12
4/12,Australia,0,0,0,0
4/12,Belgium,0,0,0,0
4/12,Brazil,2,0,0,2
4/12,Bulgaria,0,0,0,0
4/12,Canada,101,10,26,65
4/12,China,2417,93,1252,1072
4/12,Colombia,0,0,0,0
4/12,Finland,0,0,0,0
4/12,France,5,0,1,4
4/12,Germany,6,0,4,2
4/12,India,0,0,0,0
4/12,Indonesia,0,0,0,0
4/12,Italy,3,0,2,1
4/12,Japan,4,0,0,4
4/12,Kuwait,1,0,0,1
4/12,Malaysia,4,1,0,3
4/12,Mongolia,0,0,0,0
4/12,New Zealand,0,0,0,0
4/12,Philippines,0,0,0,0
4/12,Poland,0,0,0,0
4/12,Republic of Ireland,1,0,1,0
4/12,Republic of Korea,0,0,0,0
4/12,Romania,1,0,0,1
4/12,Russian Federation,0,0,0,0
4/12,Singapore,147,9,77,61
4/12,Slovenia,0,0,0,0
4/12,South Africa,1,0,0,1
4/12,Spain,1,0,0,1
4/12,Sweden,0,0,0,0
4/12,Switzerland,1,0,1,0
4/12,Taiwan,23,0,7,16
4/12,Thailand,8,2,5,1
4/12,United Kingdom,6,0,3,3
4/12,United States,166,0,0,166
4/13,Australia,0,0,0,0
4/13,United States,166,0,0,166
4/13,United Kingdom,6,0,3,3
4/13,Thailand,8,2,5,1
4/13,Taiwan,23,0,7,16
4/13,Switzerland,1,0,1,0
4/13,Sweden,0,0,0,0
4/13,Spain,1,0,0,1
4/13,South Africa,1,0,0,1
4/13,Slovenia,0,0,0,0
4/13,Singapore,147,9,77,61
4/13,Russian Federation,0,0,0,0
4/13,Romania,1,0,0,1
4/13,Republic of Korea,0,0,0,0
4/13,Republic of Ireland,1,0,1,0
4/13,Poland,0,0,0,0
4/13,Philippines,0,0,0,0
4/13,New Zealand,0,0,0,0
4/13,Mongolia,0,0,0,0
4/13,Malaysia,4,1,0,3
4/13,Kuwait,1,0,0,1
4/13,Japan,4,0,0,4
4/13,Italy,3,0,2,1
4/13,Indonesia,0,0,0,0
4/13,India,0,0,0,0
4/13,Germany,6,0,4,2
4/13,France,5,0,1,4
4/13,Finland,0,0,0,0
4/13,Colombia,0,0,0,0
4/13,China,2417,93,1252,1072
4/13,Canada,101,10,26,65
4/13,Bulgaria,0,0,0,0
4/13,Brazil,2,0,0,2
4/13,Belgium,0,0,0,0
4/13,Viet Nam,62,4,46,12
4/14,Australia,0,0,0,0
4/14,Viet Nam,63,5,46,12
4/14,United States,174,0,0,174
4/14,United Kingdom,6,0,3,3
4/14,Thailand,8,2,5,1
4/14,Taiwan,23,0,7,16
4/14,Switzerland,1,0,1,0
4/14,Sweden,1,0,0,1
4/14,Spain,1,0,0,1
4/14,South Africa,1,0,0,1
4/14,Slovenia,0,0,0,0
4/14,Singapore,158,12,84,62
4/14,Russian Federation,0,0,0,0
4/14,Romania,1,0,0,1
4/14,Republic of Korea,0,0,0,0
4/14,Republic of Ireland,1,0,1,0
4/14,Poland,0,0,0,0
4/14,Philippines,1,0,1,0
4/14,New Zealand,0,0,0,0
4/14,Mongolia,0,0,0,0
4/14,Malaysia,4,1,0,3
4/14,Kuwait,1,0,0,1
4/14,Japan,0,0,0,0
4/14,Italy,3,0,2,1
4/14,Indonesia,1,0,0,1
4/14,India,0,0,0,0
4/14,Germany,6,0,4,2
4/14,France,5,0,1,4
4/14,Finland,0,0,0,0
4/14,Colombia,0,0,0,0
4/14,China,2608,111,1317,1180
4/14,Canada,100,13,27,60
4/14,Bulgaria,0,0,0,0
4/14,Brazil,2,0,0,2
4/14,Belgium,0,0,0,0
4/15,Australia,0,0,0,0
4/15,United States,193,0,0,193
4/15,United Kingdom,6,0,3,3
4/15,Thailand,8,2,5,1
4/15,Taiwan,23,0,7,16
4/15,Switzerland,1,0,1,0
4/15,Sweden,1,0,0,1
4/15,Spain,1,0,0,1
4/15,South Africa,1,0,0,1
4/15,Slovenia,0,0,0,0
4/15,Singapore,162,13,85,64
4/15,Russian Federation,0,0,0,0
4/15,Romania,1,0,1,0
4/15,Republic of Korea,0,0,0,0
4/15,Republic of Ireland,1,0,1,0
4/15,Poland,0,0,0,0
4/15,Philippines,1,0,1,0
4/15,New Zealand,0,0,0,0
4/15,Mongolia,0,0,0,0
4/15,Malaysia,4,1,0,3
4/15,Kuwait,1,0,0,1
4/15,Japan,1,0,0,1
4/15,Italy,3,0,2,1
4/15,Indonesia,1,0,0,1
4/15,India,0,0,0,0
4/15,Germany,6,0,4,2
4/15,France,5,0,1,4
4/15,Finland,0,0,0,0
4/15,Colombia,0,0,0,0
4/15,China,2650,120,1331,1199
4/15,Canada,100,13,27,60
4/15,Bulgaria,0,0,0,0
4/15,Brazil,2,0,0,2
4/15,Belgium,0,0,0,0
4/15,Viet Nam,63,5,46,12
4/16,Viet Nam,63,5,46,12
4/16,United States,193,0,0,193
4/16,United Kingdom,6,0,3,3
4/16,Thailand,8,2,5,1
4/16,Taiwan,27,0,10,17
4/16,Switzerland,1,0,1,0
4/16,Sweden,1,0,0,1
4/16,Spain,1,0,0,1
4/16,South Africa,1,0,0,1
4/16,Slovenia,0,0,0,0
4/16,Singapore,162,13,85,64
4/16,Russian Federation,0,0,0,0
4/16,Romania,1,0,1,0
4/16,Republic of Korea,0,0,0,0
4/16,Republic of Ireland,1,0,1,0
4/16,Poland,0,0,0,0
4/16,Philippines,1,0,1,0
4/16,New Zealand,0,0,0,0
4/16,Mongolia,0,0,0,0
4/16,Malaysia,5,1,0,4
4/16,Kuwait,1,0,0,1
4/16,Japan,1,0,0,1
4/16,Italy,3,0,2,1
4/16,Indonesia,1,0,0,1
4/16,India,0,0,0,0
4/16,Germany,6,0,4,2
4/16,France,5,0,1,4
4/16,Finland,0,0,0,0
4/16,Colombia,0,0,0,0
4/16,China,2700,125,1351,1224
4/16,Canada,103,13,37,53
4/16,Bulgaria,0,0,0,0
4/16,Brazil,2,0,0,2
4/16,Belgium,0,0,0,0
4/16,Australia,0,0,0,0
4/17,United States,199,0,0,199
4/17,Australia,3,0,3,0
4/17,Belgium,0,0,0,0
4/17,Brazil,2,0,0,2
4/17,Bulgaria,0,0,0,0
4/17,Canada,126,12,46,68
4/17,China,2754,130,1379,1245
4/17,Colombia,0,0,0,0
4/17,Finland,0,0,0,0
4/17,France,5,0,1,4
4/17,Germany,6,0,4,2
4/17,India,1,0,0,1
4/17,Indonesia,1,0,0,1
4/17,Italy,3,0,2,1
4/17,Japan,2,0,0,2
4/17,Kuwait,1,0,0,1
4/17,Malaysia,5,1,0,4
4/17,Mongolia,3,0,3,0
4/17,New Zealand,0,0,0,0
4/17,Philippines,1,0,1,0
4/17,Poland,0,0,0,0
4/17,Republic of Ireland,1,0,1,0
4/17,Republic of Korea,0,0,0,0
4/17,Romania,1,0,1,0
4/17,Russian Federation,0,0,0,0
4/17,Singapore,167,15,91,61
4/17,Slovenia,0,0,0,0
4/17,South Africa,1,0,0,1
4/17,Spain,1,0,0,1
4/17,Sweden,1,0,0,1
4/17,Switzerland,1,0,1,0
4/17,Taiwan,27,0,10,17
4/17,Thailand,8,2,5,1
4/17,United Kingdom,6,0,3,3
4/17,Viet Nam,63,5,46,12
4/18,South Africa,1,0,0,1
4/18,Belgium,0,0,0,0
4/18,Brazil,2,0,0,2
4/18,Bulgaria,0,0,0,0
4/18,Canada,132,12,54,66
4/18,China,2870,146,1503,1221
4/18,Colombia,0,0,0,0
4/18,Finland,0,0,0,0
4/18,France,5,0,1,4
4/18,Germany,6,0,4,2
4/18,India,1,0,1,0
4/18,Indonesia,1,0,0,1
4/18,Italy,3,0,2,1
4/18,Japan,4,0,0,4
4/18,Kuwait,1,0,0,1
4/18,Malaysia,5,1,0,4
4/18,Mongolia,3,0,3,0
4/18,New Zealand,0,0,0,0
4/18,Philippines,1,0,1,0
4/18,Poland,0,0,0,0
4/18,Republic of Ireland,1,0,1,0
4/18,Republic of Korea,0,0,0,0
4/18,Romania,1,0,1,0
4/18,Russian Federation,0,0,0,0
4/18,Singapore,177,16,100,61
4/18,Slovenia,0,0,0,0
4/18,Australia,3,0,3,0
4/18,Spain,1,0,0,1
4/18,Sweden,3,0,0,3
4/18,Switzerland,1,0,1,0
4/18,Taiwan,29,0,17,12
4/18,Thailand,7,2,6,0
4/18,United Kingdom,6,0,5,1
4/18,United States,220,0,0,220
4/18,Viet Nam,63,5,46,12
4/19,Australia,3,0,3,0
4/19,Brazil,2,0,0,2
4/19,Bulgaria,0,0,0,0
4/19,Canada,132,12,54,66
4/19,China,2870,146,1503,1221
4/19,Colombia,0,0,0,0
4/19,Finland,0,0,0,0
4/19,France,5,0,1,4
4/19,Germany,6,0,4,2
4/19,India,1,0,1,0
4/19,Indonesia,1,0,0,1
4/19,Italy,3,0,2,1
4/19,Japan,4,0,0,4
4/19,Kuwait,1,0,0,1
4/19,Malaysia,5,1,0,4
4/19,Mongolia,3,0,3,0
4/19,New Zealand,0,0,0,0
4/19,Philippines,1,0,1,0
4/19,Poland,0,0,0,0
4/19,Republic of Ireland,1,0,1,0
4/19,Republic of Korea,0,0,0,0
4/19,Romania,1,0,1,0
4/19,Russian Federation,0,0,0,0
4/19,Singapore,177,16,100,61
4/19,Slovenia,0,0,0,0
4/19,South Africa,1,0,0,1
4/19,Spain,1,0,0,1
4/19,Sweden,3,0,0,3
4/19,Switzerland,1,0,1,0
4/19,Taiwan,29,0,17,12
4/19,Thailand,7,2,6,0
4/19,United Kingdom,6,0,5,1
4/19,United States,220,0,0,220
4/19,Viet Nam,63,5,46,12
4/19,Belgium,0,0,0,0
4/20,Thailand,7,2,6,0
4/20,Australia,3,0,3,0
4/20,Belgium,0,0,0,0
4/20,Brazil,2,0,0,2
4/20,Bulgaria,0,0,0,0
4/20,Canada,132,12,54,66
4/20,China,2870,146,1503,1221
4/20,Colombia,0,0,0,0
4/20,Finland,0,0,0,0
4/20,France,5,0,1,4
4/20,Germany,6,0,4,2
4/20,India,1,0,1,0
4/20,Indonesia,1,0,0,1
4/20,Italy,3,0,2,1
4/20,Japan,4,0,0,4
4/20,Kuwait,1,0,0,1
4/20,Malaysia,5,1,0,4
4/20,Mongolia,3,0,3,0
4/20,New Zealand,0,0,0,0
4/20,Philippines,1,0,1,0
4/20,Poland,0,0,0,0
4/20,Republic of Ireland,1,0,1,0
4/20,Republic of Korea,0,0,0,0
4/20,Romania,1,0,1,0
4/20,Russian Federation,0,0,0,0
4/20,Singapore,177,16,100,61
4/20,Slovenia,0,0,0,0
4/20,South Africa,1,0,0,1
4/20,Spain,1,0,0,1
4/20,Sweden,3,0,0,3
4/20,Switzerland,1,0,1,0
4/20,Taiwan,29,0,17,12
4/20,United Kingdom,6,0,5,1
4/20,United States,220,0,0,220
4/20,Viet Nam,63,5,46,12
4/21,Brazil,2,0,0,2
4/21,Belgium,0,0,0,0
4/21,United States,39,0,0,39
4/21,United Kingdom,6,0,5,1
4/21,Thailand,7,2,5,0
4/21,Taiwan,29,0,17,12
4/21,Switzerland,1,0,1,0
4/21,Sweden,3,0,0,3
4/21,Spain,1,0,0,1
4/21,South Africa,1,0,0,1
4/21,Slovenia,0,0,0,0
4/21,Singapore,178,16,104,58
4/21,Russian Federation,0,0,0,0
4/21,Romania,1,0,1,0
4/21,Republic of Korea,0,0,0,0
4/21,Republic of Ireland,1,0,1,0
4/21,Poland,0,0,0,0
4/21,Philippines,2,1,1,0
4/21,New Zealand,0,0,0,0
4/21,Mongolia,3,0,3,0
4/21,Malaysia,6,1,0,5
4/21,Kuwait,1,0,1,0
4/21,Japan,5,0,0,5
4/21,Italy,3,0,2,1
4/21,Indonesia,1,0,0,1
4/21,India,1,0,1,0
4/21,Germany,6,0,4,2
4/21,France,5,0,1,4
4/21,Australia,3,0,3,0
4/21,Finland,0,0,0,0
4/21,Colombia,0,0,0,0
4/21,China,3361,180,1623,1558
4/21,Canada,132,12,54,66
4/21,Bulgaria,0,0,0,0
4/21,Viet Nam,63,5,46,12
4/22,Viet Nam,63,5,46,12
4/22,Australia,3,0,3,0
4/22,Belgium,0,0,0,0
4/22,Brazil,2,0,0,2
4/22,Bulgaria,0,0,0,0
4/22,Canada,139,13,65,61
4/22,China,3435,191,1662,1582
4/22,Colombia,0,0,0,0
4/22,Finland,0,0,0,0
4/22,France,5,0,1,4
4/22,Germany,7,0,6,1
4/22,India,1,0,1,0
4/22,Indonesia,1,0,0,1
4/22,Italy,3,0,2,1
4/22,Japan,2,0,0,2
4/22,Kuwait,1,0,1,0
4/22,Malaysia,6,1,0,5
4/22,Mongolia,3,0,3,0
4/22,New Zealand,0,0,0,0
4/22,Philippines,2,1,1,0
4/22,Poland,0,0,0,0
4/22,Republic of Ireland,1,0,1,0
4/22,Republic of Korea,0,0,0,0
4/22,Romania,1,0,1,0
4/22,Russian Federation,0,0,0,0
4/22,Singapore,186,16,110,60
4/22,Slovenia,0,0,0,0
4/22,South Africa,1,0,0,1
4/22,Spain,1,0,0,1
4/22,Sweden,3,0,0,3
4/22,Switzerland,1,0,1,0
4/22,Taiwan,29,0,21,8
4/22,Thailand,7,2,5,0
4/22,United Kingdom,6,0,5,1
4/22,United States,38,0,0,38
4/23,Brazil,2,0,0,2
4/23,Australia,4,0,3,1
4/23,Viet Nam,63,5,46,12
4/23,United States,39,0,0,39
4/23,United Kingdom,6,0,5,1
4/23,Thailand,7,2,5,0
4/23,Taiwan,37,0,21,16
4/23,Switzerland,1,0,1,0
4/23,Sweden,3,0,0,3
4/23,Spain,1,0,0,1
4/23,South Africa,1,0,0,1
4/23,Slovenia,0,0,0,0
4/23,Singapore,189,17,114,58
4/23,Russian Federation,0,0,0,0
4/23,Romania,1,0,1,0
4/23,Republic of Korea,0,0,0,0
4/23,Republic of Ireland,1,0,1,0
4/23,Poland,0,0,0,0
4/23,Philippines,2,1,1,0
4/23,New Zealand,0,0,0,0
4/23,Mongolia,3,0,3,0
4/23,Malaysia,5,2,2,1
4/23,Kuwait,1,0,1,0
4/23,Japan,2,0,0,2
4/23,Italy,3,0,2,1
4/23,Indonesia,1,0,0,1
4/23,India,1,0,1,0
4/23,Germany,7,0,6,1
4/23,France,5,0,1,4
4/23,Finland,0,0,0,0
4/23,Colombia,0,0,0,0
4/23,China,3763,211,1753,1799
4/23,Canada,140,13,65,62
4/23,Bulgaria,0,0,0,0
4/23,Belgium,0,0,0,0
4/24,Spain,1,0,1,0
4/24,Viet Nam,63,5,49,9
4/24,United States,37,0,0,37
4/24,United Kingdom,6,0,6,0
4/24,Thailand,8,2,5,1
4/24,Taiwan,37,0,21,16
4/24,Switzerland,1,0,1,0
4/24,Sweden,3,0,2,1
4/24,South Africa,1,0,0,1
4/24,Slovenia,0,0,0,0
4/24,Singapore,192,19,118,55
4/24,Russian Federation,0,0,0,0
4/24,Romania,1,0,1,0
4/24,Republic of Korea,0,0,0,0
4/24,Republic of Ireland,1,0,1,0
4/24,Poland,0,0,0,0
4/24,Philippines,2,1,1,0
4/24,New Zealand,0,0,0,0
4/24,Mongolia,3,0,3,0
4/24,Malaysia,5,2,2,1
4/24,Kuwait,1,0,1,0
4/24,Japan,2,0,0,2
4/24,Italy,4,0,3,1
4/24,Indonesia,1,0,1,0
4/24,India,1,0,1,0
4/24,Germany,7,0,6,1
4/24,France,5,0,1,4
4/24,Finland,0,0,0,0
4/24,Colombia,0,0,0,0
4/24,China,3910,219,1821,1870
4/24,Canada,140,15,67,58
4/24,Bulgaria,1,0,0,1
4/24,Brazil,2,0,2,0
4/24,Belgium,0,0,0,0
4/24,Australia,4,0,3,1
4/25,Belgium,0,0,0,0
4/25,United States,39,0,0,39
4/25,United Kingdom,6,0,6,0
4/25,Thailand,8,2,5,1
4/25,Taiwan,41,0,21,20
4/25,Switzerland,1,0,1,0
4/25,Sweden,3,0,2,1
4/25,Spain,1,0,1,0
4/25,South Africa,1,0,0,1
4/25,Slovenia,0,0,0,0
4/25,Singapore,195,19,126,50
4/25,Russian Federation,0,0,0,0
